groimp_day,date,groimp_lai_3d,groimp_light_interception,groimp_intercepted_par,layer_light_0,layer_light_1,layer_light_2,layer_light_3,layer_light_4,layer_lai_0,layer_lai_1,layer_lai_2,layer_lai_3,layer_lai_4,groimp_plant_height,groimp_n_leaves,groimp_n_active_leaves,sun_photo,shade_photo,total_photo,tmax,tmin,irradiation,rain,tdew,tavg,rh_avg,daylight_sec,sunshine_sec,water_stress,soil_water
19,2025-05-16,0.142852,0.094444,1.1211,0.0000,0.0000,0.0000,0.3993,0.6007,0.0000,0.0000,0.0000,0.0018,0.0044,15.69,8,8,0.50,1.02,1.52,28.8,17.8,24.7,0.0,-3.5,23.9,0.160,52517,38654,0.00,68
20,2025-05-17,0.123613,0.084477,0.9894,0.0000,0.0000,0.0000,0.2866,0.7134,0.0000,0.0000,0.0000,0.0021,0.0073,18.62,10,10,0.45,1.60,2.05,29.3,15.5,24.4,0.0,6.2,22.1,0.356,52620,38627,0.00,66
21,2025-05-18,0.189114,0.126300,1.4829,0.0000,0.0000,0.0000,0.4380,0.5620,0.0000,0.0000,0.0000,0.0050,0.0060,20.30,10,10,1.62,1.54,3.16,32.0,17.1,24.5,0.0,5.0,24.5,0.285,52720,38716,0.00,64
22,2025-05-19,0.220534,0.145677,1.7041,0.0000,0.0000,0.1180,0.3470,0.5350,0.0000,0.0000,0.0028,0.0008,0.0065,20.83,10,10,0.40,2.00,2.39,33.6,17.5,24.4,0.0,4.0,26.2,0.240,52817,38826,0.00,62
23,2025-05-20,0.201737,0.134137,1.3791,0.0000,0.0000,0.0000,0.2857,0.7143,0.0000,0.0000,0.0000,0.0048,0.0094,21.80,12,12,1.24,2.63,3.87,32.9,18.1,21.4,0.0,4.1,25.0,0.259,52912,38519,0.00,60
24,2025-05-21,0.284819,0.155528,1.8507,0.0000,0.0000,0.0234,0.2776,0.6991,0.0000,0.0000,0.0020,0.0055,0.0083,25.32,12,12,0.07,3.93,4.00,34.5,18.3,24.8,0.0,6.4,26.7,0.274,53003,39049,0.00,103
25,2025-05-22,0.317265,0.174278,2.0713,0.0000,0.0000,0.0272,0.2806,0.6923,0.0000,0.0000,0.0026,0.0018,0.0090,26.89,12,12,0.10,3.10,3.20,35.1,17.1,24.8,0.0,6.4,27.2,0.267,53090,39328,0.00,100
26,2025-05-23,0.266868,0.173467,1.9800,0.0000,0.0000,0.0632,0.1281,0.8086,0.0000,0.0000,0.0040,0.0023,0.0121,27.52,13,13,0.34,4.17,4.51,34.4,18.8,23.8,0.0,7.5,27.1,0.289,53175,39009,0.00,98
27,2025-05-24,0.367581,0.230787,1.4390,0.0000,0.0000,0.0936,0.1582,0.7481,0.0000,0.0000,0.0055,0.0030,0.0120,29.84,13,13,0.29,2.88,3.17,25.9,20.1,13.0,0.0,2.8,22.9,0.268,53256,29456,0.00,97
28,2025-05-25,0.410044,0.253743,2.8440,0.0000,0.0000,0.1102,0.1577,0.7322,0.0000,0.0000,0.0016,0.0036,0.0129,33.19,13,13,0.17,3.48,3.65,26.8,18.8,23.4,0.0,9.5,22.0,0.448,53335,36611,0.00,96
29,2025-05-26,0.364233,0.228947,2.6979,0.0000,0.0000,0.0941,0.1637,0.7422,0.0000,0.0000,0.0023,0.0048,0.0167,34.46,15,15,0.23,4.98,5.22,29.8,17.7,24.5,0.0,8.2,23.5,0.376,53412,39623,0.00,93
30,2025-05-27,0.475802,0.287945,3.2812,0.0000,0.0000,0.1110,0.1740,0.7150,0.0000,0.0000,0.0047,0.0054,0.0159,36.20,15,15,0.59,5.35,5.94,31.0,18.8,23.7,0.0,7.2,24.9,0.322,53485,38958,0.00,91
31,2025-05-28,0.519141,0.309622,3.5772,0.0000,0.0000,0.1191,0.1806,0.7003,0.0000,0.0000,0.0031,0.0061,0.0167,40.18,15,15,0.43,5.76,6.18,31.5,18.4,24.1,0.0,5.0,25.2,0.272,53556,39639,0.00,89
32,2025-05-29,0.518668,0.309389,3.3934,0.0000,0.0000,0.0286,0.2017,0.7697,0.0000,0.0000,0.0041,0.0073,0.0192,42.73,17,17,0.14,6.58,6.72,30.4,18.9,22.9,0.0,5.4,24.2,0.298,53624,39133,0.00,86
33,2025-05-30,0.611073,0.353438,4.1547,0.0000,0.0000,0.0515,0.2183,0.7302,0.0000,0.0000,0.0066,0.0082,0.0180,46.58,17,17,0.46,7.17,7.63,32.5,19.2,24.5,0.0,5.1,25.1,0.275,53689,38784,0.00,84
34,2025-05-31,0.655462,0.366058,4.4595,0.0000,0.0288,0.0306,0.2462,0.6944,0.0000,0.0023,0.0014,0.0091,0.0181,48.13,17,17,0.08,6.66,6.74,32.7,15.5,25.4,0.0,2.0,24.8,0.225,53751,39873,0.00,80
35,2025-06-01,0.619761,0.357431,4.1725,0.0000,0.0339,0.0235,0.2718,0.6708,0.0000,0.0030,0.0020,0.0108,0.0207,50.16,19,19,0.13,8.46,8.60,33.3,17.3,24.3,0.0,7.0,25.1,0.315,53810,36595,0.00,77
36,2025-06-02,0.730952,0.406411,5.0037,0.0000,0.0693,0.0231,0.2896,0.6181,0.0000,0.0051,0.0025,0.0119,0.0193,53.35,19,19,0.47,8.49,8.96,34.7,16.1,25.6,0.0,9.1,25.7,0.349,53866,39958,0.00,74
37,2025-06-03,0.774684,0.424632,5.2077,0.0000,0.0855,0.0654,0.2702,0.5789,0.0000,0.0022,0.0064,0.0098,0.0194,54.54,19,19,0.26,9.09,9.35,36.3,16.3,25.5,0.0,8.0,27.3,0.296,53919,39996,0.00,70
38,2025-06-04,0.758928,0.418133,5.1641,0.0000,0.0546,0.0222,0.3476,0.5755,0.0000,0.0030,0.0040,0.0154,0.0207,56.80,19,19,0.23,10.56,10.79,36.4,16.0,25.7,0.0,9.8,26.8,0.343,53968,40032,0.00,66
39,2025-06-05,0.860469,0.458762,5.6020,0.0000,0.0603,0.0264,0.3643,0.5490,0.0000,0.0036,0.0048,0.0171,0.0214,59.68,21,21,0.33,12.26,12.59,36.8,20.1,25.4,0.0,8.0,29.1,0.266,54013,40066,0.00,62
40,2025-06-06,0.938164,0.487917,5.9768,0.0000,0.0778,0.0863,0.3376,0.4983,0.0000,0.0019,0.0109,0.0136,0.0202,60.71,21,21,0.23,12.05,12.27,38.2,18.7,25.5,0.0,11.3,28.2,0.350,54056,40096,0.00,103
41,2025-06-07,0.931449,0.485460,5.9141,0.0000,0.0275,0.0384,0.4524,0.4817,0.0000,0.0028,0.0070,0.0214,0.0208,63.27,21,21,0.10,11.95,12.06,38.3,21.7,25.4,0.0,12.2,29.6,0.342,54094,40110,0.00,98
42,2025-06-08,1.040622,0.523969,5.2539,0.0000,0.0264,0.0406,0.4798,0.4533,0.0000,0.0036,0.0081,0.0229,0.0215,65.79,23,23,0.12,13.84,13.96,31.6,25.6,20.9,0.0,8.7,28.9,0.282,54129,39224,0.00,96
43,2025-06-09,1.121499,0.550620,6.5784,0.0202,0.0292,0.1371,0.4014,0.4121,0.0014,0.0045,0.0171,0.0172,0.0207,66.70,23,23,0.25,15.32,15.57,33.8,22.7,24.9,0.0,8.6,28.6,0.285,54161,40117,0.00,93
44,2025-06-10,1.216503,0.580019,7.1440,0.0000,0.0685,0.0565,0.4936,0.3814,0.0000,0.0039,0.0108,0.0263,0.0204,68.97,23,23,0.39,15.32,15.71,35.5,22.0,25.7,0.0,8.2,28.7,0.277,54188,39700,0.00,89
45,2025-06-11,1.227820,0.583390,5.9842,0.0359,0.0235,0.1748,0.4015,0.3643,0.0025,0.0026,0.0219,0.0188,0.0216,70.72,25,25,0.18,15.43,15.61,34.2,24.2,21.4,0.0,8.9,28.4,0.295,54212,40118,0.00,86
46,2025-06-12,1.347185,0.617332,7.0198,0.0513,0.0256,0.1928,0.3952,0.3352,0.0043,0.0032,0.0242,0.0191,0.0204,71.77,25,25,0.42,16.50,16.92,32.7,20.4,23.7,0.0,13.2,25.8,0.458,54231,40117,0.00,83
47,2025-06-13,1.426703,0.638388,7.6790,0.0030,0.0857,0.0822,0.5187,0.3103,0.0019,0.0041,0.0159,0.0310,0.0205,74.06,25,25,0.52,17.82,18.33,35.4,18.9,25.1,0.0,11.4,27.6,0.364,54247,40114,0.00,79
48,2025-06-14,1.470646,0.649521,7.9439,0.0125,0.0357,0.2422,0.4050,0.3045,0.0026,0.0049,0.0301,0.0198,0.0210,75.11,26,26,0.32,19.73,20.05,33.3,20.7,25.5,0.0,10.0,27.7,0.330,54259,37410,0.00,75
49,2025-06-15,1.567424,0.672841,8.2420,0.0157,0.0395,0.2732,0.3826,0.2891,0.0038,0.0059,0.0330,0.0196,0.0203,76.65,26,26,0.43,19.71,20.14,34.8,18.1,25.5,0.0,12.4,26.8,0.408,54268,40104,0.00,70
50,2025-06-16,1.652066,0.691956,8.4562,0.0148,0.0442,0.3036,0.3595,0.2780,0.0014,0.0069,0.0359,0.0193,0.0200,78.23,26,26,0.48,21.02,21.50,36.3,17.4,25.5,0.0,13.1,26.8,0.429,54273,40096,0.00,65
51,2025-06-17,1.668776,0.695594,7.9164,0.0095,0.0483,0.3352,0.3356,0.2714,0.0018,0.0080,0.0378,0.0192,0.0203,79.04,27,27,0.53,20.10,20.63,34.9,24.1,23.7,0.0,11.5,29.1,0.337,54274,40025,0.00,61
52,2025-06-18,1.740799,0.710791,6.8134,0.0208,0.0583,0.3439,0.3245,0.2524,0.0029,0.0092,0.0399,0.0190,0.0197,80.79,27,27,0.72,20.95,21.67,32.3,24.9,20.0,0.0,11.7,28.0,0.363,54271,38374,0.00,104
53,2025-06-19,1.814063,0.725468,8.6325,0.0274,0.0644,0.3508,0.3121,0.2452,0.0021,0.0106,0.0420,0.0188,0.0195,81.68,27,27,1.06,22.33,23.39,32.0,21.7,24.8,0.1,14.0,25.2,0.499,54265,37800,0.00,100
54,2025-06-20,1.862402,0.734739,8.9050,0.0265,0.0757,0.3614,0.3001,0.2363,0.0028,0.0120,0.0432,0.0187,0.0194,82.53,27,27,1.20,19.22,20.42,33.0,16.2,25.3,0.0,14.5,24.9,0.526,54255,40043,0.00,96
55,2025-06-21,1.921021,0.745561,9.0541,0.0325,0.0872,0.3600,0.2889,0.2314,0.0034,0.0136,0.0444,0.0186,0.0193,83.88,27,27,1.92,23.70,25.62,36.0,20.9,25.3,0.0,13.3,27.7,0.410,54241,40036,0.00,91
56,2025-06-22,1.985786,0.757003,7.7142,0.0380,0.0993,0.3584,0.2804,0.2239,0.0028,0.0155,0.0463,0.0187,0.0194,84.37,27,27,1.68,18.90,20.59,35.8,25.2,21.2,0.0,11.0,29.9,0.311,54224,39776,0.00,87
57,2025-06-23,2.053640,0.768435,6.6172,0.0232,0.1129,0.3668,0.2775,0.2196,0.0034,0.0175,0.0476,0.0189,0.0195,84.52,27,27,1.99,20.27,22.27,29.4,22.9,17.9,0.1,12.0,25.8,0.423,54204,31171,0.00,85
58,2025-06-24,2.138980,0.782050,9.2645,0.0277,0.1276,0.3582,0.2719,0.2147,0.0042,0.0196,0.0490,0.0190,0.0197,84.57,27,27,3.13,21.36,24.49,34.8,15.7,24.7,0.0,12.3,25.8,0.432,54180,39984,0.00,79
59,2025-06-25,2.228549,0.795474,9.6411,0.0327,0.1443,0.3502,0.2664,0.2064,0.0051,0.0218,0.0502,0.0190,0.0197,84.58,27,27,4.31,23.52,27.83,35.1,17.7,25.3,0.0,11.3,26.8,0.381,54152,39822,0.00,74
60,2025-06-26,2.314857,0.807623,9.5364,0.0386,0.1615,0.3396,0.2585,0.2018,0.0061,0.0241,0.0501,0.0190,0.0197,84.58,27,27,5.70,25.52,31.22,33.6,22.2,24.6,0.0,12.7,26.8,0.417,54121,38921,0.00,70
61,2025-06-27,2.378596,0.816126,9.3234,0.0451,0.1806,0.3261,0.2483,0.1999,0.0071,0.0266,0.0501,0.0189,0.0196,84.58,27,27,5.57,20.66,26.22,32.0,18.3,23.8,0.0,11.0,25.9,0.394,54087,39127,0.00,65
62,2025-06-28,2.446840,0.824811,9.7156,0.0521,0.2022,0.3107,0.2414,0.1935,0.0083,0.0292,0.0500,0.0189,0.0196,84.58,27,27,7.22,21.58,28.80,33.8,17.8,24.5,0.0,10.8,26.2,0.380,54049,39590,0.00,105
63,2025-06-29,2.519745,0.833634,9.7195,0.0596,0.2238,0.2963,0.2347,0.1856,0.0096,0.0308,0.0501,0.0190,0.0197,84.58,27,27,9.34,24.03,33.37,33.0,22.2,24.3,0.0,9.8,27.4,0.331,54008,38640,0.00,100
64,2025-06-30,2.584683,0.841115,10.0167,0.0685,0.2355,0.2884,0.2283,0.1793,0.0111,0.0328,0.0505,0.0191,0.0198,84.58,27,27,10.66,24.19,34.86,35.0,20.3,24.8,0.0,12.3,27.0,0.401,53964,39351,0.00,95
65,2025-07-01,2.665437,0.849948,10.1708,0.0785,0.2475,0.2791,0.2211,0.1739,0.0129,0.0355,0.0517,0.0196,0.0203,84.58,27,27,11.96,24.06,36.02,35.3,19.4,24.9,0.0,12.3,27.3,0.394,53917,39618,0.00,89
66,2025-07-02,2.799071,0.863492,9.4501,0.0872,0.2570,0.2697,0.2173,0.1688,0.0149,0.0372,0.0530,0.0200,0.0208,84.58,27,27,12.71,24.22,36.93,34.4,21.2,22.8,0.0,11.8,28.2,0.362,53866,39371,0.00,84
67,2025-07-03,2.918155,0.874519,8.6934,0.0991,0.2558,0.2658,0.2132,0.1661,0.0172,0.0391,0.0543,0.0205,0.0213,84.58,27,27,11.59,21.39,32.98,35.3,17.3,20.7,0.0,12.6,26.4,0.424,53812,35994,0.00,79
68,2025-07-04,3.046611,0.885410,9.3754,0.1125,0.2541,0.2608,0.2091,0.1635,0.0196,0.0409,0.0554,0.0210,0.0217,84.58,27,27,14.06,23.82,37.88,33.4,21.2,22.1,0.0,11.8,27.1,0.385,53754,39330,0.00,75
69,2025-07-05,3.172123,0.895130,7.5664,0.1282,0.2523,0.2547,0.2056,0.1592,0.0222,0.0417,0.0564,0.0213,0.0221,84.58,27,27,12.33,21.06,33.38,32.8,21.2,17.6,0.1,14.1,25.3,0.498,53692,38634,0.00,71
70,2025-07-06,3.276147,0.902552,8.4565,0.1461,0.2442,0.2521,0.2017,0.1559,0.0252,0.0428,0.0579,0.0219,0.0227,84.58,27,27,10.07,15.98,26.05,27.1,18.1,19.5,0.1,14.9,21.9,0.646,53627,16209,0.00,68
71,2025-07-07,3.411258,0.911405,10.2675,0.1656,0.2369,0.2472,0.1966,0.1538,0.0284,0.0437,0.0591,0.0223,0.0232,84.58,27,27,15.07,21.41,36.49,31.1,18.7,23.5,0.1,15.1,24.0,0.575,53559,35705,0.00,64
72,2025-07-08,3.533772,0.918728,7.3822,0.1853,0.2298,0.2410,0.1922,0.1516,0.0306,0.0444,0.0600,0.0227,0.0235,84.58,27,27,9.45,14.04,23.49,25.5,18.5,16.7,3.7,13.7,21.6,0.608,53487,32839,0.00,65
73,2025-07-09,3.625065,0.921500,10.8545,0.1890,0.2282,0.2401,0.1914,0.1513,0.0328,0.0449,0.0607,0.0230,0.0238,84.58,27,27,14.73,19.16,33.89,31.4,14.9,24.5,0.0,14.4,23.2,0.578,53412,38942,0.00,104
74,2025-07-10,3.706182,0.921500,10.7838,0.1887,0.2279,0.2414,0.1902,0.1518,0.0352,0.0455,0.0615,0.0232,0.0241,84.58,27,27,18.34,23.40,41.74,33.3,17.7,24.4,0.0,15.0,26.0,0.508,53334,38693,0.00,98
75,2025-07-11,3.788456,0.921500,9.8151,0.1915,0.2258,0.2403,0.1908,0.1516,0.0364,0.0458,0.0618,0.0234,0.0243,84.58,27,27,18.63,24.14,42.77,33.2,19.7,22.2,0.0,16.6,25.9,0.567,53253,38313,0.00,93
76,2025-07-12,3.832079,0.921500,8.6916,0.1941,0.2250,0.2391,0.1908,0.1510,0.0351,0.0430,0.0582,0.0220,0.0228,84.58,27,27,15.66,20.67,36.33,31.1,20.9,19.6,0.0,16.1,26.0,0.544,53169,35410,0.00,89
77,2025-07-13,3.622044,0.921500,8.9968,0.1970,0.2243,0.2381,0.1897,0.1509,0.0361,0.0431,0.0583,0.0221,0.0229,84.58,27,27,17.60,22.63,40.24,32.6,24.8,20.3,0.0,15.5,27.6,0.476,53083,22245,0.00,85
78,2025-07-14,3.648890,0.921500,10.4476,0.2003,0.2231,0.2386,0.1887,0.1493,0.0367,0.0433,0.0585,0.0221,0.0229,84.58,27,27,20.84,25.38,46.22,36.3,20.1,23.6,0.0,16.4,28.3,0.485,52993,38389,0.00,79
79,2025-07-15,3.670503,0.921500,10.5095,0.2043,0.2228,0.2374,0.1875,0.1481,0.0373,0.0434,0.0587,0.0222,0.0230,84.58,27,27,20.16,24.15,44.31,37.5,20.1,23.8,0.0,15.6,28.7,0.450,52902,38374,0.00,72
80,2025-07-16,3.693323,0.921500,11.5446,0.2112,0.2194,0.2351,0.1870,0.1473,0.0383,0.0439,0.0594,0.0225,0.0233,84.58,27,27,19.89,22.83,42.71,38.0,21.8,26.1,0.0,15.4,29.6,0.423,52808,35827,0.00,64
81,2025-07-17,3.747154,0.921500,7.5858,0.2202,0.2162,0.2331,0.1847,0.1458,0.0389,0.0446,0.0603,0.0228,0.0236,84.58,27,27,16.63,21.06,37.68,32.8,24.5,17.1,0.0,15.0,27.5,0.465,52712,36168,0.00,61
82,2025-07-18,3.803544,0.921500,10.5538,0.2209,0.2179,0.2321,0.1842,0.1449,0.0393,0.0450,0.0609,0.0230,0.0239,84.58,27,27,20.31,23.45,43.77,37.4,21.4,23.9,0.0,15.2,28.5,0.444,52613,38071,0.00,99
83,2025-07-19,3.841784,0.921500,11.5313,0.2200,0.2181,0.2325,0.1845,0.1450,0.0386,0.0443,0.0599,0.0226,0.0235,84.58,27,27,23.58,26.59,50.17,37.3,18.1,26.1,0.0,16.0,27.8,0.487,52513,38052,0.00,91
84,2025-07-20,3.778734,0.921500,9.3153,0.2199,0.2183,0.2322,0.1843,0.1452,0.0382,0.0438,0.0592,0.0224,0.0232,84.58,27,27,19.39,23.17,42.56,34.0,20.5,21.1,0.0,15.6,27.3,0.488,52411,35876,0.00,86
85,2025-07-21,3.734827,0.921500,7.6256,0.2204,0.2189,0.2313,0.1839,0.1456,0.0378,0.0434,0.0586,0.0222,0.0230,84.58,27,27,14.98,18.74,33.73,31.9,19.9,17.2,0.0,15.3,26.1,0.515,52307,30463,0.00,81
86,2025-07-22,3.699393,0.921500,6.9887,0.2209,0.2187,0.2307,0.1839,0.1457,0.0376,0.0431,0.0582,0.0220,0.0228,84.58,27,27,14.11,17.97,32.08,29.5,22.8,15.8,0.0,15.5,26.1,0.520,52201,33441,0.00,79
87,2025-07-23,3.675734,0.921500,9.0853,0.2208,0.2186,0.2309,0.1839,0.1458,0.0374,0.0429,0.0580,0.0219,0.0227,84.58,27,27,19.51,23.35,42.86,31.5,24.4,20.5,0.0,15.3,27.0,0.486,52093,36836,0.00,75
88,2025-07-24,3.659620,0.921500,9.2401,0.2208,0.2187,0.2308,0.1838,0.1458,0.0373,0.0427,0.0578,0.0219,0.0227,84.58,27,27,19.07,22.70,41.77,32.6,22.3,20.9,0.0,16.3,26.4,0.537,51982,34467,0.00,70
89,2025-07-25,3.646831,0.921500,10.3061,0.2210,0.2188,0.2307,0.1837,0.1458,0.0371,0.0426,0.0575,0.0218,0.0226,84.58,27,27,19.25,22.22,41.47,35.4,17.5,23.3,0.0,17.1,26.7,0.555,51868,37597,0.00,64
90,2025-07-26,3.630565,0.921500,9.3020,0.2206,0.2188,0.2313,0.1838,0.1456,0.0378,0.0433,0.0585,0.0221,0.0230,84.58,27,27,16.76,19.90,36.66,30.8,19.9,21.0,0.0,14.6,23.9,0.559,51752,35266,0.00,104
91,2025-07-27,3.694529,0.921500,9.9080,0.2209,0.2184,0.2316,0.1840,0.1450,0.0381,0.0437,0.0591,0.0224,0.0232,84.58,27,27,16.12,18.82,34.94,30.0,18.3,22.4,0.0,16.0,24.0,0.608,51634,29813,0.00,99
92,2025-07-28,3.729170,0.921500,10.4166,0.2208,0.2182,0.2318,0.1841,0.1450,0.0383,0.0439,0.0593,0.0224,0.0230,84.58,27,27,20.28,23.31,43.59,34.1,19.3,23.5,0.0,15.9,26.2,0.532,51513,36522,0.00,93
93,2025-07-29,3.738930,0.921500,9.0145,0.2209,0.2185,0.2317,0.1843,0.1446,0.0383,0.0439,0.0593,0.0224,0.0226,84.58,27,27,16.68,19.83,36.50,31.8,19.1,20.4,0.0,14.6,25.1,0.521,51390,36434,0.00,88
94,2025-07-30,3.730598,0.921500,9.9257,0.2213,0.2188,0.2319,0.1844,0.1435,0.0381,0.0437,0.0591,0.0224,0.0220,84.58,27,27,14.61,16.82,31.43,30.0,16.0,22.4,3.5,15.6,22.8,0.640,51265,36561,0.00,87
95,2025-07-31,3.707296,0.921500,10.0318,0.2216,0.2198,0.2322,0.1844,0.1421,0.0379,0.0434,0.0587,0.0222,0.0214,84.58,27,27,15.64,17.83,33.48,30.6,16.9,22.7,4.8,14.3,24.2,0.539,51139,35633,0.00,86
96,2025-08-01,3.674002,0.921500,6.9931,0.2217,0.2200,0.2324,0.1846,0.1413,0.0377,0.0432,0.0584,0.0221,0.0207,84.58,27,27,10.65,13.19,23.84,25.7,19.6,15.8,0.0,14.4,22.3,0.611,51010,25607,0.00,84
97,2025-08-02,3.638288,0.921500,9.8859,0.2225,0.2203,0.2326,0.1847,0.1399,0.0375,0.0429,0.0580,0.0220,0.0199,84.58,27,27,14.79,16.67,31.46,29.8,16.9,22.4,0.0,14.5,23.3,0.576,50881,35419,0.00,79
98,2025-08-03,3.605529,0.921500,9.9035,0.2229,0.2205,0.2331,0.1852,0.1382,0.0372,0.0427,0.0577,0.0218,0.0191,84.58,27,27,16.22,18.13,34.35,32.2,16.8,22.4,0.0,14.8,25.0,0.531,50749,36246,0.00,73
99,2025-08-04,3.570219,0.920786,9.8252,0.2234,0.2212,0.2335,0.1856,0.1363,0.0369,0.0423,0.0572,0.0216,0.0181,84.58,27,27,16.09,17.83,33.92,31.9,17.2,22.2,0.0,14.0,25.0,0.504,50617,35949,0.00,67
100,2025-08-05,3.524630,0.918204,10.0224,0.2241,0.2223,0.2349,0.1864,0.1323,0.0374,0.0429,0.0580,0.0219,0.0174,84.58,27,27,19.32,21.02,40.34,34.3,18.9,22.7,0.0,15.3,26.2,0.510,50483,35974,0.00,61
101,2025-08-06,3.553072,0.919825,9.9959,0.2250,0.2231,0.2360,0.1874,0.1285,0.0376,0.0432,0.0583,0.0221,0.0166,84.58,27,27,19.81,21.33,41.14,35.4,18.4,22.6,0.0,15.3,26.6,0.498,50349,35759,0.00,100
