date,T_mean,GDD_daily,GDD_cumsum,GDD_after_emerge,light_interception,leaf_area_index,lint_yield,seed_cotton_yield,plant_height,main_stem_nodes,leaf_weight,petiole_weight,stem_weight,root_weight,square_weight,boll_weight,plant_weight,number_of_squares,number_of_green_bolls,number_of_open_bolls,swc0-10,swc0-20,swc0-27,internode_length,single_leaf_area,leaf_length,leaf_width,fruit_branch_number,vegetative_branch_number,boll_diameter,leaf_angle,groimp_day,coupling_source,leaf_area_index_raw,leaf_vis_factor,c2k_sla_m2g,c2k_leaf_area_m2,c2k_sla_target,c2k_ks,c2k_kn,c2k_yield_frozen,c2k_source_sink,c2k_dvs,c2k_shed_fraction_diag,c2k_shed_factor,c2k_net_photo,c2k_gross_photo,c2k_dev_stage,c2k_dev_progress,repro_frozen,bridge_active,bridge_alpha,bridge_bl_gross,leaf_floor_active,leaf_floor_added,net_floor_active,net_floor_added,topping_applied,topping_loss_lf,is_topping_day,doy
2022-06-12,26.35,14.35,603.1,528.6,0.679992,1.319711,0.0,0.0,27.34,8.69,100.88,20.08,71.49,37.84,5.15,0.72,236.15,8.1942,0.0,0.0,0.240781,0.280391,0.304156,3.15,48.39,7.78,8.89,2.9,0.9,0.0,48.5,43,GroIMP_3D,1.752936,0.7529,0.017377,0.065986,0.017966,0.8435,1.0,True,1.0144,0.8391,0.0,0.0,9.2449,12.7952,squaring,0.6444,False,False,0.0,12.1499,True,2.2109,True,0.0904,False,0.0,False,163.0
2022-06-13,27.95,15.95,619.1,544.6,0.689089,1.355683,0.0,0.0,28.5,9.06,104.62,20.82,74.74,39.43,5.55,0.98,246.13,8.7172,0.0,0.0,0.230896,0.275448,0.302179,3.14,48.09,7.75,8.86,3.3,0.9,0.0,48.2,44,GroIMP_3D,1.797307,0.7543,0.01718,0.067784,0.017817,0.8218,1.0,True,0.99,0.8644,0.0,0.0,10.6014,14.6841,squaring,0.7004,False,False,0.0,12.1499,True,4.0601,True,1.4348,False,0.0,False,164.0
2022-06-14,26.15,14.15,633.2,558.8,0.699172,1.396581,0.0,0.0,29.55,9.4,108.34,21.57,78.02,41.03,5.95,1.27,256.19,9.1611,0.0,0.0,0.220732,0.270366,0.300146,3.14,48.05,7.75,8.86,3.6,1.0,0.0,48.0,45,GroIMP_3D,1.848028,0.7557,0.017058,0.069829,0.017665,0.7995,1.0,True,1.0482,0.8869,0.0,0.0,10.7129,12.4078,squaring,0.75,False,False,0.0,12.1499,False,0.0,False,0.0,False,0.0,False,165.0
2022-06-15,26.9,14.9,648.1,573.6,0.707521,1.432006,0.0,0.0,30.67,9.74,111.91,22.28,81.2,42.58,6.33,1.59,265.9,9.5111,0.0,0.0,0.21033,0.265165,0.298066,3.15,47.88,7.74,8.84,3.9,1.0,0.0,47.7,46,GroIMP_3D,1.891329,0.7571,0.016901,0.0716,0.017457,0.7766,1.0,False,0.9453,0.9106,0.0,0.0,10.4133,14.451,squaring,0.8023,False,False,0.0,12.1499,True,3.39,True,0.9072,False,0.0,False,166.0
2022-06-16,25.65,13.65,661.8,587.3,0.714809,1.464156,0.0,0.0,31.71,10.05,115.73,23.05,84.65,44.26,6.78,1.97,276.44,9.7631,0.0,0.0,0.32,0.32,0.32,3.16,47.99,7.74,8.85,4.2,1.1,0.0,47.5,47,GroIMP_3D,1.930149,0.7586,0.016679,0.073208,0.017248,0.7532,1.0,False,1.0047,0.9322,0.0,0.0,11.3011,12.9991,squaring,0.8502,False,False,0.0,12.1499,False,0.0,False,0.0,False,0.0,False,167.0
2022-06-17,25.3,13.3,675.1,600.6,0.741792,1.583126,0.0,0.0,32.74,10.34,118.98,23.7,87.64,45.71,7.86,2.33,286.23,9.9127,0.0,0.0,0.308543,0.314272,0.317709,3.16,47.93,7.74,8.85,4.5,1.1,0.0,47.2,48,GroIMP_3D,2.083061,0.76,0.017507,0.079156,0.018,1.0,1.0,False,0.977,0.9533,0.0,0.0,9.787,11.4036,squaring,0.8968,False,False,0.0,12.1499,False,0.0,False,0.0,False,0.0,False,168.0
2022-06-18,22.05,10.05,685.1,610.6,0.752001,1.63336,0.0,0.0,33.52,10.56,122.48,24.4,90.89,47.29,9.07,2.75,296.87,9.9796,0.0,0.0,0.296745,0.308372,0.315349,3.17,48.32,7.77,8.88,4.8,1.1,0.0,47.1,49,GroIMP_3D,2.145126,0.7614,0.017514,0.081668,0.018029,0.9742,1.0,False,0.9653,0.9693,0.0,0.0,10.6384,12.2662,squaring,0.9321,False,False,0.0,12.1499,False,0.0,False,0.0,False,0.0,False,169.0
2022-06-19,23.95,11.95,697.1,622.6,0.762336,1.68638,0.0,0.0,34.46,10.82,125.26,24.95,93.48,48.54,10.07,3.22,305.53,9.9484,0.0,0.0,0.284587,0.302293,0.312917,3.19,48.25,7.77,8.88,5.0,1.2,0.0,46.9,50,GroIMP_3D,2.210611,0.7629,0.017648,0.084319,0.018049,0.9477,1.0,False,0.945,0.9883,0.0,0.0,8.6578,10.0007,squaring,0.974,False,False,0.0,12.1499,False,0.0,False,0.0,False,0.0,False,170.0
2022-06-20,23.0,11.0,708.1,633.6,0.768641,1.721156,0.0,0.0,35.33,11.05,127.45,25.39,95.53,49.53,10.74,3.71,312.36,9.5108,0.0059,0.0,0.272201,0.2961,0.31044,3.2,48.08,7.75,8.86,5.2,1.2,0.01,46.7,51,GroIMP_3D,2.251979,0.7643,0.017669,0.086058,0.017978,0.9203,1.0,False,0.9054,1.0036,0.0,0.0,6.8362,8.4083,flowering,0.0041,False,False,0.0,12.1499,False,0.0,False,0.0,False,0.0,False,171.0
2022-06-21,23.2,11.2,719.3,644.8,0.773133,1.747467,0.0,0.0,36.22,11.27,130.39,25.98,98.28,50.87,11.65,4.54,321.7,9.1026,0.0296,0.0,0.259649,0.289824,0.30793,3.21,48.2,7.76,8.87,5.5,1.2,0.06,46.5,52,GroIMP_3D,2.28214,0.7657,0.017502,0.087373,0.017906,0.8925,1.0,False,0.926,1.0149,0.0,0.0,9.3421,10.8443,flowering,0.0168,False,False,0.0,12.1499,False,0.0,False,0.0,False,0.0,False,172.0
2022-06-22,26.45,14.45,733.8,659.2,0.77938,1.783682,0.0,0.0,37.38,11.56,133.82,26.66,101.49,52.44,12.7,5.69,332.81,8.7201,0.075,0.0,0.246861,0.28343,0.305372,3.23,48.25,7.77,8.88,5.8,1.3,0.11,46.3,53,GroIMP_3D,2.325097,0.7671,0.017375,0.089184,0.017832,0.8642,1.0,False,1.0696,1.0295,0.0,0.0,11.1018,12.6674,flowering,0.0332,False,False,0.0,12.1499,False,0.0,False,0.0,False,0.0,False,173.0
2022-06-23,26.5,14.5,748.2,673.8,0.78656,1.826123,0.0,0.0,38.54,11.83,137.86,27.47,105.28,54.29,13.94,7.3,346.14,8.361,0.1403,0.0,0.233793,0.276896,0.302759,3.26,48.56,7.79,8.9,6.0,1.3,0.17,46.1,54,GroIMP_3D,2.375997,0.7686,0.017235,0.091306,0.017755,0.8354,1.0,False,1.0603,1.0442,0.0,0.0,13.3338,15.3582,flowering,0.0497,False,False,0.0,12.1499,False,0.0,False,0.0,False,0.0,False,174.0
2022-06-24,26.75,14.75,763.0,688.5,0.794833,1.876351,0.0,0.0,39.74,12.1,142.04,28.31,109.2,56.21,14.71,9.22,359.68,8.0234,0.2243,0.0,0.22039,0.270195,0.300078,3.28,48.92,7.82,8.94,6.3,1.4,0.22,45.9,55,GroIMP_3D,2.436819,0.77,0.017156,0.093818,0.017676,0.806,1.0,False,1.0563,1.0591,0.0,0.0,14.0484,16.1566,flowering,0.0665,False,False,0.0,12.1499,False,0.0,False,0.0,False,0.0,False,175.0
2022-06-25,26.9,14.9,777.9,703.4,0.802434,1.973465,0.0,0.0,40.94,12.35,146.44,29.19,113.35,58.24,15.51,11.53,374.25,7.7055,0.3255,0.0,0.206668,0.263334,0.297334,3.31,49.39,7.86,8.98,6.6,1.4,0.28,45.7,56,GroIMP_3D,2.494899,0.791,0.017037,0.098673,0.017565,0.7759,1.0,False,1.0527,1.0741,0.0,0.0,15.1116,17.3394,flowering,0.0834,False,False,0.0,12.1499,False,0.0,False,0.0,False,0.0,False,176.0
2022-06-26,27.2,15.2,793.1,718.6,0.809765,2.073093,0.0,0.0,42.17,12.6,151.31,30.16,117.95,60.5,16.98,14.41,391.32,7.4056,0.443,0.0,0.19356,0.25678,0.294712,3.35,50.02,7.91,9.04,6.8,1.4,0.34,45.5,57,GroIMP_3D,2.55307,0.812,0.016873,0.103655,0.017435,0.745,1.0,False,1.0523,1.0895,0.0,0.0,17.0685,19.4098,flowering,0.1007,False,False,0.0,12.1499,False,0.0,False,0.0,False,0.0,False,177.0
2022-06-27,27.05,15.05,808.1,733.6,0.817785,2.181903,0.0,0.0,43.39,12.84,156.32,31.16,122.69,62.84,16.63,17.73,407.36,7.1222,0.5749,0.0,0.179154,0.249577,0.291831,3.38,50.73,7.96,9.1,7.0,1.5,0.4,45.4,58,GroIMP_3D,2.619332,0.833,0.016757,0.109095,0.017311,0.7155,1.0,False,1.0465,1.1047,0.0,0.0,17.895,20.3902,flowering,0.1178,False,False,0.0,12.1499,False,0.0,False,0.0,False,0.0,False,178.0
2022-06-28,27.8,15.8,823.9,749.4,0.825247,2.291849,0.0,0.0,44.66,13.07,161.46,32.19,127.58,65.25,16.35,21.5,424.33,6.8538,0.7211,0.0,0.164393,0.242197,0.288879,3.42,51.46,8.02,9.17,7.3,1.5,0.46,45.2,59,GroIMP_3D,2.683664,0.854,0.016621,0.114592,0.017168,0.6831,1.0,False,1.0423,1.1207,0.0,0.0,18.789,21.3679,flowering,0.1357,False,False,0.0,12.1499,False,0.0,False,0.0,False,0.0,False,179.0
2022-06-29,28.3,16.3,840.2,765.7,0.832391,2.404393,0.0,0.0,45.96,13.3,166.83,33.27,132.68,67.77,16.15,25.84,442.53,6.5989,0.8807,0.0,0.14928,0.23464,0.285856,3.46,52.26,8.08,9.24,7.5,1.5,0.52,45.0,60,GroIMP_3D,2.747877,0.875,0.016472,0.12022,0.017019,0.6499,1.0,False,1.0352,1.1371,0.0,0.0,20.0032,22.8411,flowering,0.1543,False,False,0.0,12.1499,False,0.0,False,0.0,False,0.0,False,180.0
2022-06-30,27.85,15.85,856.1,781.6,0.838254,2.45233,0.0,0.0,47.22,13.51,172.22,34.34,137.83,70.33,15.97,30.63,461.33,6.3565,1.0518,0.0,0.283865,0.32,0.32,3.5,53.13,8.15,9.31,7.7,1.6,0.58,44.9,61,GroIMP_3D,2.802662,0.875,0.016273,0.122616,0.0168,0.6159,1.0,False,1.027,1.1531,0.0,0.0,20.5843,23.6569,flowering,0.1723,False,False,0.0,12.1499,False,0.0,False,0.0,False,0.0,False,181.0
2022-07-01,27.85,15.85,871.9,797.4,0.875144,2.800805,0.0,0.0,48.46,13.7,177.84,35.47,143.2,73.0,15.86,36.06,481.43,6.1258,1.2329,0.0,0.267365,0.31175,0.3167,3.54,54.09,8.22,9.4,7.9,1.6,0.64,44.7,62,GroIMP_3D,3.20092,0.875,0.017999,0.14004,0.018586,0.9639,1.0,False,1.0249,1.1691,0.0,0.0,21.8822,24.9953,flowering,0.1903,False,False,0.0,12.1499,False,0.0,False,0.0,False,0.0,False,182.0
2022-07-02,26.75,14.75,886.7,812.2,0.882739,2.88528,20.77,49.45,49.61,13.87,183.37,36.57,148.51,75.65,15.73,41.89,501.72,5.9063,1.4213,0.0,0.250865,0.3035,0.3134,3.58,55.09,8.3,9.48,8.1,1.6,0.7,44.6,63,GroIMP_3D,3.297463,0.875,0.017983,0.144264,0.018542,0.9267,1.0,False,1.0179,1.184,0.0,0.0,22.0518,25.309,flowering,0.207,False,False,0.0,12.1499,False,0.0,False,0.0,False,0.0,False,183.0
2022-07-03,28.15,16.15,902.8,828.3,0.889035,2.959576,42.92,102.18,50.85,14.04,188.8,37.66,153.74,78.26,15.58,48.09,522.13,5.6964,1.618,0.0,0.234365,0.29525,0.3101,3.62,56.02,8.37,9.56,8.2,1.7,0.76,44.5,64,GroIMP_3D,3.382373,0.875,0.017916,0.147979,0.018446,0.8896,1.0,False,1.015,1.2004,0.0,0.0,22.1664,25.3198,flowering,0.2254,False,False,0.0,12.1499,False,0.0,False,0.0,False,0.0,False,184.0
2022-07-04,27.7,15.7,918.5,844.0,0.894787,3.031231,69.95,166.55,52.04,14.2,194.52,38.8,159.4,81.16,15.57,55.66,545.11,5.4956,1.8211,0.0,0.217865,0.287,0.3068,3.67,57.09,8.45,9.65,8.4,1.7,0.82,44.4,65,GroIMP_3D,3.464264,0.875,0.017809,0.151562,0.018349,0.8525,1.0,False,1.0082,1.2162,0.0,0.0,24.7339,28.3591,flowering,0.2432,False,False,0.0,12.1499,False,0.0,False,0.0,False,0.0,False,185.0
2022-07-05,31.1,16.02,934.6,860.1,0.900519,3.106641,101.02,240.52,53.23,14.35,200.24,39.95,165.2,84.21,15.59,64.35,569.53,5.303,2.03,0.0,0.201365,0.27875,0.3035,3.71,58.16,8.53,9.74,8.5,1.7,0.88,44.2,66,GroIMP_3D,3.550447,0.875,0.017731,0.155332,0.018252,0.8154,1.0,False,1.0056,1.2324,0.0,0.0,26.1882,29.8656,flowering,0.2614,False,False,0.0,12.1499,False,0.0,False,0.0,False,0.0,False,186.0
2022-07-06,30.35,17.37,951.9,877.4,0.905183,3.171275,124.98,297.57,54.49,14.49,204.05,40.71,169.2,86.36,15.07,71.03,586.43,5.1173,2.2455,0.0,0.184865,0.2705,0.3002,3.76,58.66,8.56,9.79,8.7,1.7,0.94,44.1,67,GroIMP_3D,3.624314,0.875,0.017762,0.158564,0.0181,0.7782,1.0,False,0.955,1.2499,0.0,0.0,18.6044,23.4795,flowering,0.2812,False,False,0.0,12.1499,False,0.0,False,0.0,False,0.0,False,187.0
2022-07-07,29.5,17.5,969.4,894.9,0.906499,3.190092,154.21,367.17,55.74,14.63,208.13,41.53,173.61,88.8,16.36,79.19,607.61,4.9379,2.4664,0.0,0.168365,0.26225,0.2969,3.81,59.27,8.61,9.84,8.8,1.7,1.01,44.0,68,GroIMP_3D,3.645819,0.875,0.017517,0.159505,0.017867,0.7411,1.0,False,0.9623,1.2676,0.0,0.0,21.2287,26.0066,flowering,0.3011,False,False,0.0,12.1499,False,0.0,False,0.0,False,0.0,False,188.0
2022-07-08,27.75,15.75,985.2,910.7,0.907973,3.211477,190.58,453.75,56.84,14.75,212.59,42.42,178.61,91.63,17.81,89.34,632.4,4.7651,2.6894,0.0,0.151865,0.254,0.2936,3.85,60.07,8.67,9.9,8.9,1.8,1.07,43.9,69,GroIMP_3D,3.67026,0.875,0.017264,0.160574,0.017634,0.704,1.0,False,0.9709,1.2835,0.0,0.0,24.8366,29.503,flowering,0.319,False,False,0.0,12.1499,False,0.0,False,0.0,False,0.0,False,189.0
2022-07-09,25.7,13.7,998.9,924.4,0.909703,3.237024,230.67,549.21,57.77,14.84,216.9,43.28,183.63,94.56,19.25,100.53,658.15,4.5993,2.9112,0.0,0.135365,0.24575,0.2903,3.89,60.91,8.73,9.97,9.0,1.8,1.12,43.9,70,GroIMP_3D,3.699456,0.875,0.017056,0.161851,0.017402,0.6669,1.0,False,0.9747,1.2974,0.0,0.0,25.8093,30.1111,flowering,0.3345,False,False,0.0,12.1499,False,0.0,False,0.0,False,0.0,False,190.0
2022-07-10,25.8,13.8,1012.7,938.2,0.90985,3.239227,271.54,646.51,58.69,14.92,220.74,44.05,188.3,97.36,20.57,111.93,682.95,4.4401,3.1314,0.0,0.268865,0.32,0.32,3.93,61.63,8.78,10.03,9.1,1.8,1.18,43.8,71,GroIMP_3D,3.701974,0.875,0.016771,0.161961,0.017067,0.6297,1.0,False,0.9743,1.3113,0.0,0.0,24.859,28.7437,flowering,0.3502,False,False,0.0,12.1499,False,0.0,False,0.0,False,0.0,False,191.0
2022-07-11,23.85,11.85,1024.5,950.0,0.932584,3.630396,310.95,740.36,59.46,14.99,223.62,44.62,192.35,99.88,21.68,122.93,705.1,4.2878,3.3475,0.0,0.252365,0.31175,0.3167,3.97,62.15,8.81,10.07,9.2,1.8,1.22,43.8,72,GroIMP_3D,4.149024,0.875,0.018554,0.18152,0.018796,0.9489,1.0,False,0.9608,1.3233,0.0,0.0,22.3236,26.3843,flowering,0.3637,False,False,0.0,12.1499,False,0.0,False,0.0,False,0.0,False,192.0
2022-07-12,25.05,13.05,1037.6,963.1,0.938202,4.015217,343.49,817.83,60.29,15.06,225.35,44.97,195.37,101.82,22.44,132.01,721.95,4.1412,3.5606,0.0,0.235865,0.3035,0.3134,4.0,62.33,8.83,10.09,9.3,1.8,1.27,43.7,73,GroIMP_3D,4.282898,0.9375,0.019006,0.200761,0.019152,0.9117,1.0,False,0.9452,1.3365,0.0,0.0,17.1537,20.8176,flowering,0.3785,False,False,0.0,12.1499,False,0.0,False,0.0,False,0.0,False,193.0
2022-07-13,25.15,13.15,1050.7,976.2,0.931788,4.13097,394.48,939.24,61.11,15.13,213.34,43.92,199.7,104.71,21.42,146.21,729.29,4.0,3.7706,0.0,0.219832,0.295483,0.310193,4.04,58.75,8.57,9.79,9.3,1.8,1.32,43.7,74,GroIMP_3D,4.13097,1.0,0.019364,0.206548,0.019501,0.8746,1.0,False,0.9609,1.3497,0.0,0.0,25.5403,29.6192,flowering,0.3935,False,False,0.0,12.1499,False,0.0,False,0.0,True,13.521,True,194.0
2022-07-14,24.95,12.95,1063.7,989.2,0.932661,4.150783,427.98,1019.0,61.89,15.19,213.88,44.02,202.37,106.51,22.06,155.52,744.36,3.8636,3.9769,0.0,0.203332,0.287233,0.306893,4.07,58.66,8.56,9.79,9.4,1.8,1.37,43.6,75,GroIMP_3D,4.150783,1.0,0.019407,0.207539,0.019456,0.8385,1.0,False,0.9229,1.3628,0.0,0.0,16.1647,20.2992,flowering,0.4082,False,False,0.0,12.1499,False,0.0,False,0.0,True,13.521,False,195.0
2022-07-15,23.1,11.1,1074.8,1000.3,0.932647,4.150479,471.97,1123.74,62.55,15.24,214.76,44.19,205.71,108.81,22.92,167.76,764.15,3.7328,4.1775,0.0,0.186832,0.278983,0.303593,4.1,58.71,8.57,9.79,9.4,1.8,1.41,43.6,76,GroIMP_3D,4.150479,1.0,0.019326,0.207524,0.019406,0.8014,1.0,False,0.9387,1.374,0.0,0.0,20.8967,25.0603,flowering,0.4208,False,False,0.0,12.1499,False,0.0,False,0.0,True,13.521,False,196.0
2022-07-16,24.3,12.3,1087.1,1012.6,0.931999,4.135751,507.71,1208.84,63.26,15.29,215.16,44.27,208.26,110.59,23.5,177.68,779.46,3.6063,4.3736,0.0,0.170332,0.270733,0.300293,4.14,58.62,8.56,9.78,9.5,1.8,1.46,43.5,77,GroIMP_3D,4.135751,1.0,0.019222,0.206788,0.019258,0.7643,1.0,False,0.9247,1.3865,0.0,0.0,16.4513,20.2137,flowering,0.4348,False,False,0.0,12.1499,False,0.0,False,0.0,True,13.521,False,197.0
2022-07-17,25.35,13.35,1100.4,1025.9,0.930866,4.110326,557.59,1327.6,64.01,15.35,215.99,44.43,211.65,113.02,24.37,191.56,801.01,3.4835,4.5659,0.0,0.153832,0.262483,0.296993,4.17,58.64,8.56,9.78,9.5,1.9,1.51,43.5,78,GroIMP_3D,4.110326,1.0,0.019031,0.205516,0.019104,0.7272,1.0,False,0.9361,1.3999,0.0,0.0,22.6694,26.8425,flowering,0.4499,False,False,0.0,12.1499,False,0.0,False,0.0,True,13.521,False,198.0
2022-07-18,26.35,14.35,1114.8,1040.3,0.930049,4.092256,613.19,1459.99,64.79,15.4,216.84,44.59,215.24,115.62,22.75,207.02,822.07,3.3634,4.7549,0.0,0.137332,0.254233,0.293693,4.21,58.68,8.56,9.79,9.6,1.9,1.57,43.5,79,GroIMP_3D,4.092256,1.0,0.018872,0.204613,0.018947,0.69,1.0,False,0.9307,1.4144,0.0,0.0,24.7556,29.3721,flowering,0.4662,False,False,0.0,12.1499,False,0.0,False,0.0,True,13.521,False,199.0
2022-07-19,27.8,15.8,1130.6,1056.1,0.929211,4.073926,676.98,1611.86,65.62,15.45,217.81,44.78,219.14,118.51,23.0,224.73,847.97,3.2451,4.9413,0.0,0.120832,0.245983,0.290393,4.25,58.74,8.57,9.79,9.7,1.9,1.63,43.4,80,GroIMP_3D,4.073926,1.0,0.018704,0.203696,0.018788,0.6529,1.0,False,0.927,1.4304,0.0,0.0,27.845,32.9439,flowering,0.4842,False,False,0.0,12.1499,False,0.0,False,0.0,True,13.521,False,200.0
2022-07-20,23.15,11.15,1141.7,1067.2,0.926504,4.016185,738.32,1757.91,66.19,15.48,218.55,44.92,222.67,121.18,23.91,241.74,872.97,3.1309,5.1209,0.0,0.254332,0.32,0.32,4.27,58.81,8.57,9.8,9.7,1.9,1.67,43.4,81,GroIMP_3D,4.016185,1.0,0.018377,0.200809,0.018439,0.6158,1.0,False,0.9097,1.4417,0.0,0.0,26.1504,31.9781,flowering,0.4969,False,False,0.0,12.1499,False,0.0,False,0.0,True,13.521,False,201.0
2022-07-21,25.4,13.4,1155.1,1080.6,0.945144,4.466213,790.15,1881.32,66.85,15.52,217.74,44.75,225.47,123.34,24.54,256.07,891.9,3.0192,5.2955,0.0,0.237832,0.31175,0.3167,4.31,58.44,8.55,9.77,9.7,1.9,1.72,43.4,82,GroIMP_3D,4.466213,1.0,0.020512,0.223311,0.020436,0.9343,1.0,False,0.9124,1.4552,0.0,0.0,21.4778,25.8292,flowering,0.5121,False,False,0.0,12.1499,False,0.0,False,0.0,True,13.521,False,202.0
2022-07-22,26.7,14.7,1169.8,1095.3,0.943342,4.416504,852.94,2030.82,67.55,15.56,217.09,44.61,228.67,125.88,22.77,273.45,912.47,2.9092,5.4655,0.0,0.221332,0.3035,0.3134,4.34,58.12,8.52,9.74,9.8,1.9,1.78,43.3,83,GroIMP_3D,4.416504,1.0,0.020344,0.220825,0.020284,0.8972,1.0,False,0.9077,1.47,0.0,0.0,25.623,30.8226,flowering,0.5288,False,False,0.0,12.1499,False,0.0,False,0.0,True,13.521,False,203.0
2022-07-23,29.05,17.05,1186.9,1112.4,0.941618,4.370371,924.12,2200.28,68.33,15.6,216.52,44.48,232.09,128.66,21.27,293.13,936.14,2.7997,5.6317,0.0,0.204832,0.29525,0.3101,4.38,57.81,8.5,9.72,9.8,1.9,1.84,43.3,84,GroIMP_3D,4.370371,1.0,0.020185,0.218519,0.020131,0.8601,1.0,False,0.9018,1.4873,0.0,0.0,28.5218,34.3647,flowering,0.5482,False,False,0.0,12.1499,False,0.0,False,0.0,True,13.521,False,204.0
2022-07-24,29.8,17.8,1204.7,1130.2,0.939902,4.325817,994.1,2366.91,69.11,15.64,215.76,44.32,235.25,131.29,19.83,312.41,958.86,2.6901,5.7937,0.0,0.188332,0.287,0.3068,4.42,57.47,8.48,9.69,9.8,1.9,1.91,43.3,85,GroIMP_3D,4.325817,1.0,0.02005,0.216291,0.019979,0.823,1.0,False,0.879,1.5052,0.0,0.0,27.4214,34.5018,flowering,0.5684,False,False,0.0,12.1499,False,0.0,False,0.0,True,13.521,False,205.0
2022-07-25,31.4,15.48,1220.2,1145.7,0.937659,4.269434,1057.55,2517.98,69.76,15.67,214.87,44.13,237.98,133.6,18.41,329.82,978.81,2.5818,5.9496,0.0,0.171832,0.27875,0.3035,4.45,57.12,8.45,9.66,9.9,1.9,1.97,43.2,86,GroIMP_3D,4.269434,1.0,0.01987,0.213472,0.019788,0.7858,1.0,False,0.8579,1.5209,0.0,0.0,24.4386,32.1032,flowering,0.586,False,False,0.0,12.1499,False,0.0,False,0.0,True,13.521,False,206.0
2022-07-26,30.45,17.19,1237.4,1162.9,0.934668,4.19735,1103.14,2626.53,70.44,15.71,213.67,43.88,239.84,135.22,16.86,342.18,991.64,2.4736,6.0995,0.0,0.155332,0.2705,0.3002,4.49,56.69,8.42,9.62,9.9,1.9,2.03,43.2,87,GroIMP_3D,4.19735,1.0,0.019644,0.209868,0.019534,0.7487,1.0,False,0.8048,1.5382,0.0,0.0,17.1834,25.9511,flowering,0.6055,False,False,0.0,12.1499,False,0.0,False,0.0,True,13.521,False,207.0
2022-07-27,32.05,14.31,1251.7,1177.2,0.931285,4.119678,1159.3,2760.23,70.99,15.73,212.69,43.67,242.07,137.2,15.59,357.45,1008.67,2.3671,6.2419,0.0,0.138832,0.26225,0.2969,4.51,56.34,8.39,9.59,9.9,1.9,2.09,43.2,88,GroIMP_3D,4.119678,1.0,0.01937,0.205984,0.019281,0.7116,1.0,False,0.8282,1.5527,0.0,0.0,21.3649,29.7022,flowering,0.6218,False,False,0.0,12.1499,False,0.0,False,0.0,True,13.521,False,208.0
2022-07-28,29.45,17.45,1269.1,1194.6,0.927953,4.046818,1198.6,2853.81,71.63,15.76,211.44,43.41,243.55,138.53,14.21,367.96,1019.12,2.2606,6.3771,0.0,0.122332,0.254,0.2936,4.55,55.92,8.36,9.55,10.0,1.9,2.16,43.2,89,GroIMP_3D,4.046818,1.0,0.019139,0.202341,0.019027,0.6745,1.0,False,0.7687,1.5703,0.0,0.0,14.5871,24.0854,flowering,0.6416,False,False,0.0,12.1499,False,0.0,False,0.0,True,13.521,False,209.0
2022-07-29,28.5,16.5,1285.6,1211.1,0.923513,3.954831,1262.31,3005.51,72.2,15.78,210.65,43.25,245.93,140.74,14.24,385.26,1040.07,2.1545,6.5045,0.0,0.12,0.24575,0.2903,4.58,55.63,8.34,9.53,10.0,1.9,2.22,43.2,90,GroIMP_3D,3.954831,1.0,0.018774,0.197742,0.018704,0.6373,1.0,False,0.8337,1.587,0.0,0.0,24.3026,32.3327,flowering,0.6604,False,False,0.0,12.1499,False,0.0,False,0.0,True,13.521,False,210.0
2022-07-30,25.55,13.55,1299.2,1224.7,0.919731,3.880581,1318.97,3140.39,72.65,15.8,209.75,43.06,247.96,142.66,14.62,400.55,1058.59,2.0502,6.6233,0.0,0.236833,0.32,0.32,4.6,55.33,8.32,9.5,10.0,1.9,2.27,43.2,91,GroIMP_3D,3.880581,1.0,0.018501,0.194029,0.018422,0.6144,1.0,False,0.8223,1.6007,0.0,0.0,21.4289,29.1119,flowering,0.6758,False,False,0.0,12.1499,False,0.0,False,0.0,True,13.521,False,211.0
2022-07-31,22.2,10.2,1309.4,1234.9,0.936885,4.250456,1370.71,3263.59,72.98,15.81,208.62,42.82,249.72,144.38,14.91,414.44,1074.9,1.9492,6.7332,0.0,0.261633,0.32,0.32,4.62,54.99,8.29,9.48,10.0,1.9,2.31,43.1,92,GroIMP_3D,4.250456,1.0,0.020374,0.212523,0.020265,0.9168,1.0,False,0.8271,1.611,0.0,0.0,19.4218,25.8004,flowering,0.6874,False,False,0.0,12.1499,False,0.0,False,0.0,True,13.521,False,212.0
2022-08-01,21.7,9.7,1319.1,1244.6,0.935954,4.227937,1409.55,3356.07,73.28,15.82,207.32,42.55,250.97,145.62,15.02,424.72,1086.19,1.8516,6.8345,0.0,0.245133,0.31175,0.3167,4.63,54.61,8.26,9.44,10.0,1.9,2.35,43.1,93,GroIMP_3D,4.227937,1.0,0.020393,0.211397,0.020266,0.9416,1.0,False,0.8157,1.6208,0.0,0.0,14.2276,19.3658,flowering,0.6984,False,False,0.0,12.1499,False,0.0,False,0.0,True,13.521,False,213.0
2022-08-02,23.45,11.45,1330.5,1256.0,0.93262,4.149848,1448.68,3449.23,73.62,15.83,206.08,42.29,252.16,146.85,15.1,435.05,1097.54,1.7562,6.9275,0.0,0.228633,0.3035,0.3134,4.65,54.24,8.23,9.41,10.0,1.9,2.39,43.1,94,GroIMP_3D,4.149848,1.0,0.020137,0.207492,0.020016,0.9045,1.0,False,0.815,1.6323,0.0,0.0,14.3096,19.3275,flowering,0.7114,False,False,0.0,12.1499,False,0.0,False,0.0,True,13.521,False,214.0
